Price,Close,High,Low,Open,Volume
Ticker,TQQQ,TQQQ,TQQQ,TQQQ,TQQQ
Date,,,,,
2010-02-11,0.41499191522598267,0.41724074021688207,0.38910816860627584,0.39035731567627385,3456000
2010-02-12,0.41669103503227234,0.42028879486772364,0.4013501543841412,0.4036987671096957,8601600
2010-02-16,0.4328310489654541,0.43383072685871804,0.4197889165810614,0.4264845825803457,9619200
2010-02-17,0.4401762783527374,0.4402760374236608,0.4320318894739496,0.4386277968382645,19180800
2010-02-18,0.44852110743522644,0.4511690542757612,0.4370782943764922,0.43972624121702697,38860800
2010-02-19,0.44852110743522644,0.4543677203053203,0.44207488228575825,0.4454730950273365,46483200
2010-02-22,0.4453732967376709,0.45381796242048716,0.4403258715719752,0.45381796242048716,25497600
2010-02-23,0.4279841482639313,0.4453234404748215,0.42208764121119624,0.442924934027401,41126400
2010-02-24,0.4409255087375641,0.44597290526854755,0.43318024303450414,0.43552885543502484,35308800
2010-02-25,0.4406760334968567,0.4436741805327422,0.41829029022432923,0.4268347433668257,45619200
2010-02-26,0.4461725056171417,0.4480212649179958,0.4350299987998054,0.43937705211497197,28800000
2010-03-01,0.465310662984848,0.4672093159976382,0.45181951586247665,0.45181951586247665,14227200
2010-03-02,0.46810927987098694,0.4782031589008477,0.4668601328193348,0.4694082921592735,24211200
2010-03-03,0.47070735692977905,0.4774529171872803,0.46615978436169464,0.4733553040622818,23980800
2010-03-04,0.4759044349193573,0.4765539410564112,0.46501136837699236,0.47235654052702036,14726400
2010-03-05,0.49694129824638367,0.4991392573141156,0.4834492057673915,0.48604820258468123,13440000
2010-03-08,0.4995892345905304,0.5031869657230859,0.4973912183852019,0.4973912183852019,12672000
2010-03-09,0.5084339380264282,0.516229097953743,0.4964414062862908,0.4968414718612568,23212800
2010-03-10,0.520876407623291,0.5239742850255911,0.5087840893929851,0.5091333175563847,20044800
2010-03-11,0.5256734490394592,0.5264227427809117,0.5142805014618378,0.5177276644037974,26956800
2010-03-12,0.5268726348876953,0.5314691567922838,0.5208264758808261,0.5314691567922838,18067200
2010-03-15,0.5233248472213745,0.5269226354587735,0.5121813965266718,0.5233747696425975,21196800
2010-03-16,0.5332181453704834,0.5347177048543751,0.5229746152499966,0.5284709985529649,23289600
2010-03-17,0.5369158387184143,0.5445114247866009,0.5324690255143163,0.5347178794026468,19910400
2010-03-18,0.5423632264137268,0.544061389263371,0.5352176298000371,0.5387654954896122,26092800
2010-03-19,0.5327690839767456,0.5483085630154562,0.5270721537370193,0.5327690839767456,20025600
2010-03-22,0.547160267829895,0.5535556560500875,0.5245241378508253,0.5265225787257689,29395200
2010-03-23,0.5586029887199402,0.5598022703479458,0.5423631646223789,0.5509076173352027,27667200
2010-03-24,0.5506572723388672,0.55585440783336,0.5471602439958908,0.5546551260579949,44620800
2010-03-25,0.547210156917572,0.5699959955898807,0.5467601689275595,0.5640994888400827,46963200
2010-03-26,0.5500577092170715,0.5606015191206193,0.541413467476057,0.5550053471670499,42144000
2010-03-29,0.5576035380363464,0.5632995565320219,0.5535059524720023,0.5583528320653688,19027200
2010-03-30,0.5634499788284302,0.5682968566773908,0.5520071657449134,0.5622008318484083,19948800
2010-03-31,0.5558544993400574,0.5646493100537703,0.5520072700207873,0.5571535117992417,29779200
2010-04-01,0.5547549724578857,0.5727936659392128,0.5423124513133406,0.5620502799827691,58310400
2010-04-05,0.5707951188087463,0.5741434661371988,0.5546550816624958,0.5588025879395098,33792000
2010-04-06,0.5751422643661499,0.5803393428379511,0.5628503691887368,0.5664481574422233,29356800
2010-04-07,0.5718945860862732,0.5794393324265031,0.5619004963125246,0.5731935981668628,53126400
2010-04-08,0.573943018913269,0.5772913668263585,0.5574537507162619,0.5660979929512686,34828800
2010-04-09,0.5842863321304321,0.5856861042895773,0.5713948525693203,0.5758416653252418,29049600
2010-04-12,0.5866348743438721,0.5911325809073444,0.5824375028624238,0.5862856461744279,24403200
2010-04-13,0.5954797863960266,0.5964296278335398,0.5794395321191113,0.5847363992372648,33619200
2010-04-14,0.6164665818214417,0.6169664350149532,0.6027250508294714,0.603974197741617,30547200
2010-04-15,0.6247116327285767,0.6270103511144112,0.6152672614908906,0.61581703706583,22886400
2010-04-16,0.602475643157959,0.6241619875829298,0.5908822050426604,0.6181158279865556,64742400
2010-04-19,0.6015258431434631,0.6070222846616872,0.5796399219147761,0.5968286178581501,56371200
2010-04-20,0.6104205250740051,0.6146178972929327,0.5994276415435782,0.6108704559271185,28051200
2010-04-21,0.6211638450622559,0.6264607109388788,0.6096212442374563,0.6228130576231917,41990400
2010-04-22,0.6303578019142151,0.6324570024559176,0.5927319095928911,0.6030253633810108,61420800
2010-04-23,0.6387027502059937,0.6407021633141113,0.6235125516546656,0.6309575119555165,41184000
2010-04-26,0.6339556574821472,0.6439497493761374,0.6308577223094324,0.6391527362351775,40262400
2010-04-27,0.5948300957679749,0.6345052633958753,0.5896330179372316,0.6278095981481248,66873600
2010-04-28,0.5962290167808533,0.6045738961618434,0.5817880545600264,0.603974312392384,62534400
2010-04-29,0.6266603469848633,0.629658437294344,0.6044740898373374,0.6045240122612364,42374400
2010-04-30,0.589733898639679,0.6286588693559803,0.5881844733811042,0.6257115588622751,44256000
2010-05-03,0.6138186454772949,0.6227132418488737,0.5964793263343793,0.5966289792149987,26304000
2010-05-04,0.5595519542694092,0.5906328081007577,0.5462104871116142,0.590582885678387,68620800
2010-05-05,0.5503579378128052,0.5602014033067042,0.5316696839102166,0.5420130597957156,69254400
2010-05-06,0.49644148349761963,0.5545554205373315,0.33978910977752086,0.5390150206852279,108902400
2010-05-07,0.4603141248226166,0.5013382325906793,0.42828348707058855,0.4832995402195464,124128000
2010-05-10,0.5289707779884338,0.5305202024842246,0.5155794500413474,0.5184278864155801,94636800
2010-05-11,0.5286216139793396,0.5496584494129042,0.5110319410980909,0.5140300878683067,73516800
2010-05-12,0.5571034550666809,0.5582528715191842,0.5338676869623861,0.5358670997407605,54278400
2010-05-13,0.5319192409515381,0.5633502382591522,0.5285718652999302,0.5517567991771447,52780800
2010-05-14,0.4991901218891144,0.5195773976189693,0.4822000296979143,0.5188770541106638,77088000
2010-05-17,0.505935549736023,0.5115317775806405,0.47370537293294984,0.5040368969709355,68428800
2010-05-18,0.4865979850292206,0.5211758113912974,0.47770333017289446,0.5182774515480524,95308800
2010-05-19,0.4737553298473358,0.4896957920096978,0.4568659700627377,0.4782031141098419,118886400
2010-05-20,0.4258350729942322,0.44827168413171087,0.416990341202314,0.44507301797917326,136492800
2010-05-21,0.4291335344314575,0.44237521454753126,0.3956542011446656,0.39990146722553954,117158400
2010-05-24,0.4326814115047455,0.44747157352897193,0.42768387930349006,0.4314821581756998,77510400
2010-05-25,0.42963334918022156,0.43098225526205974,0.3877592179668044,0.400550937486885,86323200
2010-05-26,0.41634076833724976,0.45421801467801753,0.4131430746210161,0.4362790835974387,104160000
2010-05-27,0.46141356229782104,0.4625619780833949,0.44047651147464867,0.44407427096383,86611200
2010-05-28,0.4549672603607178,0.46576056560057233,0.44222543711370643,0.4644615250033552,83347200
2010-06-01,0.44237515330314636,0.4734061104570221,0.43972623436059793,0.4501703129606199,101356800
2010-06-02,0.4735058844089508,0.4735058844089508,0.4401263423579417,0.44972036771971124,56716800
2010-06-03,0.48579782247543335,0.48849666432062944,0.4680095411444076,0.47700395555026487,57427200
2010-06-04,0.4378276765346527,0.4734561072587822,0.4314322874708951,0.4553166527066451,122976000
2010-06-07,0.41244372725486755,0.4469218218749938,0.4117443272713681,0.442074915084475,84364800
2010-06-08,0.41014501452445984,0.4181397217273617,0.39380539975378537,0.4153919869899288,132960000
2010-06-09,0.4011007249355316,0.4301821674135754,0.3965032584273819,0.4184400184188967,114720000
2010-06-10,0.4343796372413635,0.43522966245087524,0.4116945233424594,0.4150917649346199,77760000
2010-06-11,0.4457225203514099,0.4474714918961674,0.4208883481726926,0.4208883481726926,62668800
2010-06-14,0.4459729790687561,0.4677591139972447,0.4441741133985307,0.4589642751998126,113702400
2010-06-15,0.4785524010658264,0.4837494796987901,0.4520191193160029,0.45336805406516095,100051200
2010-06-16,0.4881962537765503,0.4946924014071202,0.4758046287212355,0.47815229766924927,79180800
2010-06-17,0.4930931627750397,0.4965911639736026,0.480401257003991,0.49584187004349356,81523200
2010-06-18,0.49444305896759033,0.5043863144360836,0.4894954203043013,0.49564228377581776,69792000
2010-06-21,0.48145073652267456,0.514679682875117,0.4733054046916802,0.512481666751752,109958400
2010-06-22,0.47005781531333923,0.49759077351728404,0.46760941509945164,0.48699704149912393,89798400
2010-06-23,0.46376124024391174,0.4766537195129406,0.4532183456633038,0.47180681294005283,112358400
2010-06-24,0.4412757158279419,0.46221276744639334,0.4387275279251972,0.45821494223404535,119712000
2010-06-25,0.4409754276275635,0.45201911965736585,0.43158192043331367,0.44702255989374434,88780800
2010-06-28,0.43702852725982666,0.4479215964311252,0.427534286949765,0.44132571648338514,82080000
2010-06-29,0.38825908303260803,0.417240735810076,0.3767654318655026,0.4164914420046688,219110400
2010-06-30,0.36907097697257996,0.3934052966249733,0.3660219924407201,0.3824623368552664,91833600
2010-07-01,0.36547327041625977,0.37421727187456977,0.34408625744826093,0.37111936521203354,126163200
2010-07-02,0.3634738326072693,0.3706693514557138,0.3522814323213726,0.36642208593130293,73689600
2010-07-06,0.3653724789619446,0.38431108834042277,0.35617851956368557,0.3773650101556917,78278400
2010-07-07,0.399901419878006,0.40100088538186723,0.3676213437116407,0.36852126250259404,80390400
2010-07-08,0.4066469669342041,0.41109477982430376,0.3925562074048835,0.40949543255528936,103680000
2010-07-09,0.4180399775505066,0.41973908424932727,0.4034493616147658,0.4055974842428802,71328000
2010-07-12,0.42278701066970825,0.42908358285952186,0.4139422793214418,0.4164914106232002,49459200
2010-07-13,0.4372279644012451,0.44282510799412944,0.42333675157788864,0.43268133600455483,87072000
2010-07-14,0.44422397017478943,0.4516689299909201,0.4352794506252025,0.44097541015731695,54758400
2010-07-15,0.44577252864837646,0.44967056688504076,0.42798421768248707,0.44237525870122035,57100800
2010-07-16,0.40989547967910767,0.4424249916538178,0.4079459609017087,0.4418752446856139,90681600
2010-07-19,0.41913938522338867,0.4217374669720883,0.40229994636120275,0.4122441724473486,62112000
2010-07-20,0.43238115310668945,0.4341301250496403,0.3951543757961034,0.3983520703012252,63974400
2010-07-21,0.417240709066391,0.448720653939713,0.41444213719793194,0.448720653939713,86246400
2010-07-22,0.4453732967376709,0.45396761530281454,0.43353041839444034,0.43353041839444034,63225600
2010-07-23,0.4569658637046814,0.4575156108591253,0.4366783151813326,0.4391267157941263,69427200
2010-07-26,0.4670097827911377,0.46830882366374577,0.4525688503816493,0.4589642384946889,50380800
2010-07-27,0.46691006422042847,0.4760042374834209,0.4610634505319339,0.47390506525143744,59846400
2010-07-28,0.45736587047576904,0.4718068317061135,0.4512199514093944,0.4659602184322143,38784000
2010-07-29,0.44647276401519775,0.46670947074727986,0.4323311670195411,0.46371132363254575,76377600
2010-07-30,0.4495208263397217,0.45691589216400236,0.42728473430358344,0.4351297595338142,64915200
2010-08-02,0.4737054109573364,0.47720338245413063,0.4610134520263743,0.46615969237345906,45081600
2010-08-03,0.468808650970459,0.4743050634954291,0.46141355677418033,0.47280647598309394,32006400
2010-08-04,0.4823496639728546,0.48369957074340975,0.4688086511424963,0.4749545983663127,40454400
2010-08-05,0.47950223088264465,0.4812013374647521,0.4694083226056294,0.4751043111549161,33235200
2010-08-06,0.4772532880306244,0.4793016224638868,0.455366426168086,0.4622626102804287,76377600
2010-08-09,0.48559820652008057,0.48969579044779044,0.4776034717351601,0.4837992839717881,42816000
2010-08-10,0.47530481219291687,0.4819506132239206,0.4623125731136081,0.47470519986147725,79008000
2010-08-11,0.43617841601371765,0.45036990843132796,0.4292831743826057,0.45007057403933226,77452800
2010-08-12,0.42388656735420227,0.4298828339255816,0.40759684564944687,0.41004524611090065,72960000
2010-08-13,0.4154418110847473,0.4251855170047189,0.4154418110847473,0.42038847618556224,28972800
2010-08-16,0.4177904725074768,0.4261852448914297,0.40399904643761403,0.4092460186393668,47712000
2010-08-17,0.43368011713027954,0.44487349056701997,0.424635838226148,0.42713413238525866,60038400
2010-08-18,0.4375782012939453,0.4463720964479798,0.42653450889646166,0.4314821471376313,35577600
2010-08-19,0.42148804664611816,0.43582919210546983,0.41024477914609614,0.4313814072348018,51206400
2010-08-20,0.4200393259525299,0.4232369913698843,0.4097947935058135,0.4172407253821838,44294400
2010-08-23,0.4084458649158478,0.4319809967517223,0.4078462240538853,0.4294328090128823,54105600
2010-08-24,0.3850105404853821,0.39805267271735406,0.38026339294875433,0.3951044192664645,72403200
2010-08-25,0.3965531289577484,0.4013002480928787,0.375666914150338,0.37751567354584825,72076800
2010-08-26,0.38361167907714844,0.40229990391775766,0.3810126540517333,0.401650397845333,66489600
2010-08-27,0.39630362391471863,0.3980027301366131,0.3667722285236338,0.3903073586841828,96230400
